Año Reporte;Nivel Formacion;Codigo Programa;Programa de Formación;Codigo Ocupación;Nombre Ocupación;Egresados;Tasa Vinculación Laboral;Tasa Contrato de Aprendizaje;Tasa Demanda Social;Sector Estrategico;Tasa de Pertinencia;Nivel de Pertinencia
2014;Técnico;821225;Construcción y montaje de instalaciones eléctricas;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;4;0.25;0,000;0.10142457485199;0;0.110142454504967;Baja
2014;Técnico;841101;Construcciones livianas;8411;Instaladores Residenciales y Comerciales;21;0.333333343267441;0,000;0.153577655553818;1;0.41119110584259;Baja
2014;Técnico;861102;Construcciones livianas en seco;8611;Ayudantes y Obreros de Construcción;1;0,000;0,000;0.21839939057827;1;0.321839928627014;Baja
2014;Tecnólogo;921206;Control ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;34;0.411764711141586;0.264705896377563;0.162255600094795;1;0.383872628211975;Baja
2014;Técnico;222232;Control ambiental saneamiento y seguridad industrial;2222;Técnicos en Recursos Naturales;5;0.400000005960464;0.200000002980232;0.070295661687851;1;0.372819036245346;Baja
2014;Técnico;935501;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;1;0,000;1,000;0.108008533716202;1;0.360800862312317;Baja
2014;Técnico;935502;Control de calidad en confección;9355;Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero;9;0.555555582046509;0,000;0.0837696343660355;1;0.380599200725555;Baja
2014;Tecnólogo;922714;Diseño de elementos mecánicos para su fabricación con maquinas - herramientas cnc;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;4;0.75;0.75;0.166978314518928;1;0.61669784784317;Media
2014;Tecnólogo;223217;Diseño de maquinas y equipos automatizados;2232;Técnicos en Mecánica y Construcción Mecánica;27;0.434782594442368;0.777777791023254;0.41615104675293;1;0.52108371257782;Baja
2014;Tecnólogo;524309;Diseño de modas;5243;Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos;28;0.25;0.178571432828903;0.221637263894081;1;0.307878017425537;Baja
2014;Técnico;524139;Diseño e integración de multimedia;5241;Diseñadores Gráficos y Dibujantes Artísticos;39;0,000;0,000;0.0619189217686653;1;0.156191885471344;Baja
2014;Tecnólogo;225105;Diseño industrial;2251;Diseñadores Industriales;2;0.5;0.5;0.584891557693481;1;0.50848913192749;Baja
2014;Tecnólogo;821226;Diseño, implementación y mantenimiento de sistemas de telecomunicaciones;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;26;0.961538434028625;0,000;0.325942724943161;1;0.567209661006927;Baja
2014;Técnico;524415;Elaboración de objetos artesanales;5244;Artesanos;36;0.138888895511627;0,000;0.0891164466738701;0;0.0644672065973282;Baja
2014;Tecnólogo;821222;Electricidad industrial;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;17;0.6875;0.588235318660736;0.200448766350746;0;0.412691950798035;Baja
2014;Técnico;837140;Electromecánica de maquinaria industrial;8371;Mecánicos Industriales;1;0,000;0,000;0.0879343077540398;0;0.0387934297323227;Baja
2014;Técnico;834301;Fabricación de estructuras metálicas soldadas;8343;Montadores de Estructuras Metálicas;3;0.333333343267441;0.333333343267441;0.110954485833645;0;0.361095458269119;Baja
2014;Tecnólogo;122120;Formulación de proyectos;1221;Asistentes Administrativos;87;0.517241358757019;0.0919540226459503;0.102278061211109;0;0.322357267141342;Baja
2014;Tecnólogo;922713;Gestión de recursos en plantas de producción;9227;Supervisores de Fabricación de Otros Productos Mecánicos y Metálicos;15;0.733333349227905;1,000;0.334330588579178;0;0.526766419410706;Baja
2014;Tecnólogo;217211;Gestión de redes de datos;2172;Administradores de Servicios de Tecnologías de la Información;15;0.642857134342194;0.266666680574417;0.0976333767175674;1;0.470239520072937;Baja
2014;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;1;1,000;1,000;0.759445309638977;1;0.825944542884827;Alta
2014;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;2;0,000;0.5;0.759445309638977;1;0.325944542884827;Baja
2014;Técnico;921220;Gestión en sistemas de manejo ambiental;9212;Supervisores de Procesamiento de Químico, Petróleo, Gas y Tratamiento de Agua y Generación de Energía;13;0.272727280855179;0.384615391492844;0.55630487203598;1;0.391644477844238;Baja
2014;Tecnólogo;122128;Gestión integrada de la calidad medio ambiente seguridad y salud ocupacional;1221;Asistentes Administrativos;132;0.549618303775787;0.515151500701904;0.205732583999634;0;0.430292993783951;Baja
2014;Técnico;228112;Instalación de redes de computadores;2281;Técnicos en Tecnologías de la Información;2;0,000;1,000;0.0736412331461906;1;0.459995716810226;Baja
2014;Técnico;832418;Instalación de redes de computadores;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;10;0.5;0.100000001490116;0.100962810218334;1;0.380096286535263;Baja
2014;Técnico;832418;Instalación de redes de computadores;8324;Técnicos instaladores de Redes y Líneas de Telecomunicaciones;17;0,000;0.0588235296308994;0.0527438372373581;1;0.167039096355438;Baja
2014;Operario;832325;Instalación de redes eléctricas internas;8323;Instaladores de Redes de Energía Eléctrica;52;0.843137264251709;0.0576923079788685;0.184337660670281;1;0.517227113246918;Baja
2014;Técnico;832221;Instalaciones eléctricas residenciales;8322;Electricistas Residenciales;49;0.0408163256943226;0,000;0.0597040466964245;0;0.0422969348728657;Baja
2014;Técnico;226234;Manejo ambiental;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;1;0,000;0,000;0.0933136940002441;1;0.301436632871628;Baja
2014;Técnico;226234;Manejo ambiental;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;1;1,000;0,000;0.174665495753288;1;0.709571838378906;Media
2014;Operario;935152;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;1;0,000;1,000;0.797715365886688;1;0.474771529436112;Baja
2014;Operario;935154;Manejo de maquinas de confección industrial para ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;36;0.205882355570793;0.16666667163372;0.157430708408356;1;0.326429337263107;Baja
2014;Técnico;839312;Mantenimiento de equipos de computo;8393;Auxiliares técnicos en electrónica;1;0,000;0,000;0.210919961333275;1;0.171092003583908;Baja
2014;Tecnólogo;228181;Mantenimiento de equipos de computo diseño e instalación de cableado estructurado;2281;Técnicos en Tecnologías de la Información;4;0.5;0.25;0.102239176630974;1;0.512855470180511;Baja
2014;Técnico;838124;Mantenimiento de motores diesel;8381;Mecánicos de Vehículos Automotores;1;0,000;0,000;0.046372476965189;0;0.00463724788278341;Baja
2014;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;1;1,000;1,000;0.0699357241392136;0;0.606993556022644;Media
2014;Técnico;838105;Mantenimiento de motores gasolina y gas;8381;Mecánicos de Vehículos Automotores;18;0.111111111938953;0,000;0.0500751659274101;0;0.0494519621133804;Baja
2014;Técnico;837522;Mantenimiento de sistemas de refrigeración y climatización;8375;Técnicos de Aire Acondicionado y Refrigeración;4;0.333333343267441;0.25;0.146429762244224;0;0.197976320981979;Baja
2014;Tecnólogo;224130;Mantenimiento eléctrico industrial;2241;Técnicos en Electricidad;24;0.791666686534882;0.541666686534882;0.350204825401306;0;0.554757356643677;Baja
2014;Técnico;838201;Mantenimiento eléctrico y electrónico en automotores;8382;Electricistas de Vehículos Automotores;11;0.545454561710358;0.363636374473572;0.325412780046463;0;0.3234503865242;Baja
2014;Técnico;839302;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;12;0.0833333358168602;0,000;0.0711537227034569;0;0.0404487065970898;Baja
2014;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;12;0.333333343267441;0.0833333358168602;0.230638474225998;0;0.173063844442368;Baja
2014;Técnico;839305;Mantenimiento electrónico a equipos domésticos y de pequeña industria;8393;Auxiliares técnicos en electrónica;41;0.0243902429938316;0.0487804859876633;0.0629864111542702;0;0.0258108358830214;Baja
2014;Tecnólogo;224208;Mantenimiento electrónico e instrumental industrial;2242;Técnicos en Electrónica;13;0.583333313465118;0.615384638309479;0.285088658332825;0;0.511234879493713;Baja
2014;Tecnólogo;223219;Mantenimiento mecatrónico de automotores;2232;Técnicos en Mecánica y Construcción Mecánica;23;0.56521737575531;0.695652186870575;0.223189607262611;0;0.387536346912384;Baja
2014;Técnico;837126;Mecánico de maquinaria industrial;8371;Mecánicos Industriales;10;0.400000005960464;0.600000023841858;0.186932191252708;0;0.328693240880966;Baja
2014;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;4;1,000;0.25;0.0910413041710854;0;0.459104120731354;Baja
2014;Técnico;831104;Mecanizado convencional de productos metalmecánicos;8311;Ajustadores y operadores de Máquinas Herramientas;31;0,000;0,000;0.0410613752901554;0;0.00410613743588328;Baja
2014;Tecnólogo;524136;Modelado y texturizado para arte 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;9;0.375;0,000;0.173522800207138;1;0.317352294921875;Baja
2014;Técnico;861122;Oficial de construcción;8611;Ayudantes y Obreros de Construcción;1;1,000;0,000;0.195961102843285;1;0.719596087932587;Media
2014;Técnico;845110;Operación de maquinaria pesada para excavación;8451;Operadores de Equipo Pesado (excepto grúa);22;0.590909063816071;0,000;0.0701352506875992;1;0.430877149105072;Baja
2014;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;2;0,000;0.5;0.130374431610107;1;0.263037443161011;Baja
2014;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;4;0.333333343267441;0,000;0.232556894421578;1;0.409220606088638;Baja
2014;Técnico;217303;Programación de software;2173;Desarrolladores de Aplicaciones Informáticas y Digitales;20;0,000;0,000;0,000;1;0.150000005960465;Baja
2014;Técnico;228120;Programación de software;2281;Técnicos en Tecnologías de la Información;28;0.0357142873108387;0,000;0.0642644464969635;1;0.273343741893768;Baja
2014;Tecnólogo;226201;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;16;0.625;0.625;1,000;0;0.61710524559021;Media
2014;Tecnólogo;226235;Salud ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;36;0.75;0.861111104488373;0.0788407176733017;1;0.77221155166626;Media
2014;Tecnólogo;821805;Seguridad industrial salud ocupacional y medio ambiente en el sector de la construcción;8218;Maestros Generales de Obra y Supervisores de Construcción, Instalación y Reparación;24;0.541666686534882;0.958333313465118;0.318837493658066;1;0.645480215549469;Media
2014;Técnico;226205;Seguridad ocupacional;2262;Inspectores de Sanidad, Seguridad y Salud Ocupacional;14;0.571428596973419;0.5;0.225202962756157;0;0.493196994066238;Baja
2014;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;4;0,000;0,000;0.0897237583994865;1;0.261603951454163;Baja
2014;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;7;1,000;0.857142865657806;0.0599493458867073;1;0.830055117607117;Alta
2014;Técnico;228185;Sistemas;2281;Técnicos en Tecnologías de la Información;8;0,000;0,000;0.0450964123010635;1;0.25714123249054;Baja
2014;Técnico;228102;Sistemas;2281;Técnicos en Tecnologías de la Información;21;0.349999994039536;0.238095238804817;0.115800119936466;1;0.451830625534058;Baja
2014;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;122;0.355932205915451;0.114754095673561;0.14602729678154;1;0.432558000087738;Baja
2014;Técnico;228172;Sistemas;2281;Técnicos en Tecnologías de la Información;655;0.0230061355978251;0.0152671756222844;0.0542260743677616;1;0.270310074090958;Baja
2014;Técnico;941501;Soldadura de mantenimiento;9415;Operadores de Máquinas de Soldadura;1;0,000;0,000;0.244577407836914;0;0.0244577415287495;Baja
2014;Técnico;834214;Soldadura de platinas con proceso smaw y mig mag;8342;Soldadores;6;0.833333313465118;0.333333343267441;0.134671315550804;0;0.50346714258194;Baja
2014;Técnico;834212;Soldadura de tuberías de acero al carbono con procesos smaw gmaw y smaw fcaw;8342;Soldadores;3;0.333333343267441;0,000;0.0987284928560257;0;0.233206182718277;Baja
2014;Tecnólogo;821202;Supervisión de redes de distribución de energía eléctrica;8212;Contratistas y Supervisores de Electricidad y Telecomunicaciones;31;1,000;0,000;0.110031016170979;0;0.411003112792969;Baja
2014;Tecnólogo;225102;Técnicas de desarrollo grafico de proyectos de construcción;2251;Diseñadores Industriales;8;0.833333313465118;0.125;0.259536266326904;1;0.534286975860596;Baja
2014;Tecnólogo;224210;Telecomunicaciones;2242;Técnicos en Electrónica;4;1,000;0.5;1,000;1;0.876315772533417;Alta
2014;Tecnólogo;224213;Telecomunicaciones;2242;Técnicos en Electrónica;15;0.733333349227905;0.600000023841858;0.343706220388412;1;0.724019765853882;Media
2014;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;1;1,000;1,000;0.21888193488121;0;0.621888220310211;Media
2014;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;20;0.789473712444305;0.200000002980232;0.147384032607079;0;0.370527893304825;Baja
2014;Técnico;821405;Trazado, corte, conformado y armado de productos metálicos;8214;Contratistas y Supervisores de Moldeo de Forja y Montaje de Estructuras Metálicas;41;0.0243902429938316;0,000;0.0612109266221523;0;0.0158771891146898;Baja
2014;Técnico;935240;Trazo y corte en confección industrial;9352;Cortadores de Tela, Cuero y Piel;3;0,000;0,000;0.168937817215919;1;0.166893780231476;Baja
2015;Tecnólogo;217208;Administración de redes de computadores;2172;Administradores de Servicios de Tecnologías de la Información;39;0.666666686534882;0.256410270929336;0.163735538721085;1;0.484322279691696;Baja
2015;Tecnólogo;228121;Administración del ensamble y mantenimiento de computadores y redes;2281;Técnicos en Tecnologías de la Información;16;0.5;0.25;0.339984476566315;1;0.565248429775238;Baja
2015;Tecnólogo;228101;Administración documental;2281;Técnicos en Tecnologías de la Información;68;0.485294103622437;0.235294118523598;0.139243051409721;1;0.536350786685944;Baja
2015;Tecnólogo;228106;Análisis y desarrollo de sistemas de información;2281;Técnicos en Tecnologías de la Información;80;0.625;0.300000011920929;0.201072305440903;1;0.61135721206665;Media
2015;Tecnólogo;524109;Animación 3d;5241;Diseñadores Gráficos y Dibujantes Artísticos;19;0.526315808296204;0.105263158679009;0.416959643363953;1;0.465462416410446;Baja
2015;Técnico;836101;Armado de estructuras en guadua;8361;Oficiales de Construcción;44;0.272727280855179;0,000;0.104767754673958;1;0.379183083772659;Baja
2015;Técnico;842405;Armado de piezas de joyería;8424;Joyeros y Relojeros;17;0.352941185235977;0.0588235296308994;0.0919462740421295;0;0.162135809659958;Baja
2015;Tecnólogo;223201;Automatización;2232;Técnicos en Mecánica y Construcción Mecánica;121;0.842975199222565;0.231404960155487;0.217880815267563;0;0.531821668148041;Baja
2015;Tecnólogo;223309;Automatización industrial;2233;Técnicos en Fabricación Industrial;4;0.5;0.5;0.178083658218384;1;0.556870877742767;Baja
2015;Técnico;835106;Carpintería;8351;Carpinteros;17;0,000;0,000;0.0579843856394291;1;0.155798435211182;Baja
2015;Técnico;841102;Carpintería de aluminio;8411;Instaladores Residenciales y Comerciales;6;0.333333343267441;0,000;0.103231199085712;1;0.36865645647049;Baja
2015;Técnico;524513;Confección de prendas de vestir;5245;Patronistas de Productos de Tela, Cuero y Piel;2;0,000;0,000;0.0374462902545929;1;0.153744623064995;Baja
2015;Tecnólogo;922502;Confección industrial;9225;Supervisores de Fabricación de Productos de Tela, Cuero y Piel;1;1,000;0,000;0.135651081800461;1;0.563565135002136;Baja
2015;Operario;935175;Confección industrial de ropa exterior;9351;Operadores de Máquinas para Coser y Bordar;5;0.400000005960464;0.200000002980232;0.085626058280468;1;0.450870305299759;Baja
2015;Tecnólogo;223118;Construcción;2231;Técnicos en Construcción y Arquitectura;29;0.689655184745789;0,000;0.102538228034973;1;0.440803408622742;Baja
2015;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;17;0.117647059261799;0,000;0.0748564600944519;1;0.314159840345383;Baja
2015;Técnico;836114;Construcción de edificaciones;8361;Oficiales de Construcción;172;0.523255825042725;0,000;0.0884333997964859;1;0.477761059999466;Baja
